text,label,document_index,subset
implement camel rout camel sftp produc transfer file remot sftp locat perform test client environ local environ observ degrad time transfer file remot sftp locat pleas find detail analysi tri various test local environ test put around file camel file consum file took time write file pfb detail target directori 20000 file camel sftp produc took around minut second transfer file debug 070038 camel thread info 070038 camel thread info 070038 camel thread debug 070038 camel thread debug 070219 camel thread debug 070219 camel thread debug 070219 camel thread debug 070220 camel thread debug 070220 camel thread info 070220 camel thread target directori 40000 file camel sftp produc took around minut second transfer file debug 074723 camel thread use exchang info 074723 camel thread iop ftp directori info 074723 camel thread icom ftp directori debug 074723 camel thread debug 075040 camel thread debug 075040 camel thread debug 075040 camel thread debug 075041 camel thread debug 075041 camel thread info 075041 camel thread similar achiev file target directori took around secit seem like perform issu camel sftp compon list file target directori take time pfb produc rout set,code/design_debt,12,train
wiki document need file compon idempot option done header current index total done import camel chang done file filter option done file sorter option done box file sorter name timestamp etc done idempot sampl done file filter sampl done file sorter sampl done file sortbi sampl done sort ignor case option done,documentation_debt,13,train
read file fileftpsftp compon often neccesarri get file predifin order creat date filenam solv extra uri paramet could use set order file bee process order done read filelist know also solv appli resequenc pattern rout think larg file would hard appli also process creat date order would natur,code/design_debt,14,train
also make easi reus exist connector separ configur user use twitterconnector configur user user applic without configur clash today compon level would reus compon configur may want find way clone compon whatev think littl bit problem generat spring boot auto configur hardcod one prefix,code/design_debt,16,train
camel connector configur two level compon endpoint like regular camel compon allow user configur connector one place worri compon endpoint level let camelconnector prepar connector figur may requir support load configur extern resourc file properti file etc someth els end user make easier,code/design_debt,17,train
map part code logic determin file chang use timestamp files check code deprec remov lead unexpect behavior hard test shouldnt general use use file connect either delet move file process keep around fix 151 ad lrucach map contain 1000 element,code/design_debt,19,train
think actual solv leak problem side effect file movedrenam 1000 entriesfil disappear lru cach look new get reprocess may also lead infinit loop would make anoth one 1000 file newout cach howev dont think scenario valid one flaw fact state lost camel restart file would get process case comment code mention actual would add warn wiki renamingmov file danger scenario use,code/design_debt,20,train
use memori profil weve identifi appear substanti memori leak fileconsum camel 150 appear noopmap constant item ad noth perform remov file consum caus larg amount string data accumul heap applic leak sever hundr megabyt showstopp consid appar sever issu would realli nice fix could incorpor 151 version,code/design_debt,21,train
memori leak fileconsum,code/design_debt,22,train
page section sampl use osgi miss code snippet exampl put back possibl verifi thank much,documentation_debt,24,train
could good start easi way fix broken link current hope might buildtim toolintegr tool check link think would use job get fix,test_debt,25,train
access broken page websit incorpor,documentation_debt,26,train
claus thank respons sourc ola hallengren sql mainten script turn escap databas engin name seem like better idea fix camel code make robust look provid patch regard saycat,code/design_debt,28,train
imho thiss break chang upcom 2200 version queri paramet simpli remov replac new encrypt queri paramet would break user code make use option afaik minor releas includ break chang right shouldnt better somehow mark deprec encourag user make use new encrypt paramet instead feedback made code chang would wrong instead follow els also mayb mark enum deprec dont forget remov camel,code/design_debt,29,train
code portion need current jsendnsca work encrypt none xor tripl des other arent work guess accept chang like one minor chang align new librari imo problem end user,requirement_debt,30,train
state thread blowfish yes case support add anoth els doesnt make sens allow encrypt dont work nsca mark deprec opinion import option start deprec option upgrad someth end lot dead code camel actual doesnt eta way someth critic revert commit think best compon attempt avoid death camelnagio,requirement_debt,31,train
lol critic communiti convinec answer kind ask share thought ticket well correspond code chang summur made chang break upcom 2200 minor releas camel base applic alreadi make use queri paramet today product imho camel transpar restrict under librari api seem buggi nonwork bug resolv under librari artifici camel hidingrestrict given api see comment regard point general shouldnt mark camel api deprec encourag user make use rightnew api done stringhelp new utiliy method extract objecthelp correspond objecthelp method mark deprec see camel10389 would make much much easier camel code base well user code avoid use legaci api guess that exact deprec annot good dont seem understand would wrong approach that mark queri paramet deprecaterd encourag user make use new encrypt queri paramet support support would break preexist applic product could find remov deprec api camel much easier wdyt,code/design_debt,32,train
add front page manual specifi camel user guid version,documentation_debt,34,train
great mayb document well everyth work setup exampl osgi current springboot exampl kubernet one,documentation_debt,35,train
ad transmit file data commit revis 724833 first stab pattern complet happi moment mayb need put better support camel somewher kinda thing,documentation_debt,36,train
put improv scattergath exampl revis 740056 problem first exampl dynam enough also ad wiki doc,code/design_debt,37,train
see abl camel alreadi need cook exampledoco,documentation_debt,38,train
need exampl scattergath pattern,documentation_debt,39,train
might good idea sinc featur support high level rest client yet alreadi got work rest client would suggest creat super class decid one instanti base type client class path cours mean client depend includ compon regard possibl use hight level rest client sinc support elk 560 forward one think awar rest api slight differ mean various request respons object call rest client either document manual come common request respons object client,code/design_debt,40,train
creat new compon use new rest client two older compon stay older user eventu start mark deprec java client eol elast rest client futureway,code/design_debt,41,train
mockendpoint sleep empti test doesnt work,test_debt,42,train
old wiki system deprec new websit document work help new doc adoc file sourc code find srcmaindoc folder various camel compon,documentation_debt,43,train
render code snippet camel homepag broken exampl see expect follow java syntax highlight javaendpoint endpoint pollingconsum consum exchang exchang also page get exampl illustr sure right place report sinc homepag part github repositori seem make sens use project bug tracker check gitter histori look nobodi seem mention ive also tri search jira alway end issu zookeep project,documentation_debt,44,train
render codesnippet insid document broken,documentation_debt,45,train
would abl build unit test sampl code take add test camelcxf work fix,test_debt,46,train
think extend cxf continu interfac bit add istimeout method know timeout happen handl situat accord outsid cxf,code/design_debt,47,train
unintuit default cxf timeout behavior,code/design_debt,49,train
end call rollback code perform disconnect bit complic ftp extend file compon said use old version camel dont support anymor,code/design_debt,50,train
clean osgi bundl profil,code/design_debt,51,train
okay work fine unit test use paxexam weird osgi stuff may startrun proper via paxexam insid osgikaraf contain unit test,code/design_debt,52,train
fix submit highlight fix sinc involv api chang overkil keep backward compat updat wiki depend cxf 22snapshot upgrad cxf next releas cxf avail cxfbind bus camel1239 look registri notat decoupl cxf messag camel messag user longer requir cast camel messag bodi cxf messag order access soap header bodi payload payload mode camel messag bodi return new type cxfpayload contain soap header bodi cxfpayload bodi payload mode make use camel convert convert type pretti easi transpar clean old cxfbind invok context tri camelcxf messag bind cxfbind interfac custom impl set endpoint impl also set endpoint camel1254 support serviceclassbean major refactor make code cleaner,code/design_debt,53,train
clean camelcxf,code/design_debt,55,train
current run camel amqp compon activ amazon want move artemi solut hasnt work seamless camel9204 believ hardcod topic prefix topic introduc think workaround activ bug artemi mean camel connect topic name instead therefor receiv event possibl workaround manual creat connect factori mean topic prefix set believ hardcod topic prefix bug remov option overrid amqp compon level introduc bug locat amqpcomponentjava line workaround,code/design_debt,56,train
complex type like want allow configur via spring boot autoconfigur generat spring boot class option use gettersett type seem correct springboot tool generat addit json file skip support primit string type may need fool generat gettersett string type use configur bean refer anyway mydatasourc add javadoc type,code/design_debt,57,train
camelspringboot auto configur complex type tool friend,code/design_debt,58,train
countdown latch mainsupport complet main stop hang thread bee seen use ctrl,code/design_debt,59,train
sir think misspel bot didnt pick anyth ticket done sorri confus,documentation_debt,61,train
definit camel alreadi need exampledoc,documentation_debt,64,train
similar zip data format even use deflat algorithm point zip data format use deflat algorithm direct gzip would use gzip file format believ popular problem zip data format zip realli zip format compress set file zip data format doesnt compress data use compress algorithm zip hand gzip format compress data file use algorithm header interpret even believ zip data format renam deflat data format name describ realli,code/design_debt,65,train
need add wiki page well data format,documentation_debt,66,train
move place endpoint overrid compon level done compon,code/design_debt,67,train
see articl listen consid renam handl catchblock use name tri catch could add finallyblock end user got,code/design_debt,70,train
brian mccallist great idea add thread method dsl instead use seda compon async process abl threadpoolexecutor pool,code/design_debt,71,train
renam constant accord camel syntax rev 761182 trunk,code/design_debt,73,train
ryanwilliam also need updat mail wiki page featur least document possibl give hint would great sampl use snippet unit test put wiki page,documentation_debt,74,train
profil explicit activ maven use activebydefault howev one blocker take care 161 releas releaseprepar phase pom regener xml decl apach licens notic lost issu white space seem relat fact project element one line per new maven releas guid fix may take day two mani pom ill highest prio ill get work releas 161 ill tackl 20m2 good news fix releas process much simplifi,code/design_debt,77,train
trunk 778354 whenif camel1644 implement bug alreadi fix howev rememb add unit test java todo,test_debt,78,train
camelognl typo packag caus class includ snapshot,documentation_debt,80,train
fernando thank contribut quick review code unit test add sinc progress openedg commerci product dont know could download jar public mvn repositori use freeli clarifi need find way accept code btw code apach licens declar take camel compon modul exampl willem,test_debt,81,train
dont problem let know proceed updat submiss apach licens go stick unit test yet,test_debt,83,train
ugh didnt notic link went place fix point pdf least remov avoid confus anyon els,documentation_debt,85,train
well pdf manual doesnt detail xml element guess option moment tri read xsd direct figur generat xsddoc page,documentation_debt,86,train
fix link sad cannot maintain easili v1x branch onlin doc part build process etc xsddoc bring much valu look remov well,documentation_debt,87,train
maven report get old intermix trunk releas remov dont bring much valu anyway xsddoc remov build file matter remov apach http site peopl credenti need,documentation_debt,88,train
affect least version 150 doc look xsddoc websit start camel xml refer page throwfault element even though present actual xsd guess someth went wrong generat page make rather difficult figur what valid isnt,documentation_debt,89,train
trunk 798902 todo hl7 segment fail valid add valid unit test,test_debt,90,train
stan mayb want add unit test mani thank patch,test_debt,91,train
current camelirc produc instal event listen irc connect log incom messag irc server patch revamp log compon instal event adapt log connect even establish easier debug various issu could occur connect irc server,code/design_debt,92,train
johathan patch look great two issu ident code one overrid ident proper one method paramet new line instead singlelin nitpick would love document wiki got new transform dsl rememb add releas note setoutbodi depreact replac transform sinc setoutbodi replac transform could unit test verifi setoutbodi test done transform render bodi,documentation_debt,94,train
patch appli excel contribut thank jon leav issu open updat document,documentation_debt,96,train
updat doc unfortun doesnt look nice confluenc barf place follow messag error occur connect refus system administr notifi,documentation_debt,97,train
option autostartup rout let also camel context replac option bit confus exampl code start camel startup later start camel manual run also mean remov option use option must migrat autostartup instead,code/design_debt,99,train
stan yeah see pain origin code produc doesnt easili allow spawn exchang,code/design_debt,100,train
good work chris possibl remov common use xml file help new user understand happen best bit verbos play trick auto wire,code/design_debt,104,train
attach patch various chang made context file chang fall follow categori use properti rather full xml use ulist list rather full xml use order reduc amount xml requir updat file use camelcamelcontext schema rather camelcontext pleas let know need tweek chang smoke test exampl general unit test valid context file,test_debt,105,train
gert yes remov default aggreg confus new user want peopl forc provid aggreg strategi learn use merg data,code/design_debt,106,train
get ride cxfsoap compon,code/design_debt,108,train
think got cover test rework camelhttp cameljetti littl big use endpoint configur option compon configur mess compon configur use singl share what meant proper regist httphttps correct port number schemeregistri,test_debt,109,train
willem think xxxconvert name mislead would think camel typeconvert wonder better name like,code/design_debt,113,train
file strategi design flexibl may want today introduc option dictat happen file success failur got noop delet move movefail etc may combin way current doesnt support abl say delet file error move error folder instead,code/design_debt,114,train
remov ugli warn run test sinc upgrad jetti,code/design_debt,115,train
ive test work log incorrect userpass poll skip nice howev could possibl compon throw except would like catch except make sure poll done ftp shut routeappl,code/design_debt,116,train
could look solut made camel254 say could also solut implement default camel254 skip header start orgapachecamel think could much work let close issu,code/design_debt,117,train
camel254 add header except http header way difficulti exclud header better perhap use special map head thing think,code/design_debt,118,train
roman might need end user easier ad header ignor instead clear alreadi default ignor one,code/design_debt,119,train
current sampl base direct compon bad sampl special compon helloworldcompon produc print messag bodi system consum schedul trigger everi 5th second dummi exchang,code/design_debt,120,train
archetyp creat compon better sampl compon,code/design_debt,121,train
ehcach often bit lag time invalid expir cach element first set element valu null remov key hit cach rapid one often run across key present cach still null element entri logic success key retriev need slight tweak check null valu,code/design_debt,123,train
cach compon need check null valu get oper,code/design_debt,124,train
filelength return instead null file length,code/design_debt,125,train
make easier readwrit file use given encod current set properti exchang use setproperti dsl use produc consum got endpoint uri compon make easier,code/design_debt,126,train
problem default implement error occur rollback call method log error return fals mean poll retri execut run method mean retri delay creat implement suspend consum seem like accept default behavior also allow extens ad hook custom stuff order use made easier set implement,code/design_debt,127,train
fetch feed caus poll continu endless flood log creat unwant network load,code/design_debt,128,train
thank tarjei ad note exchang java doc,documentation_debt,132,train
updat exchang javadoc better explain properti mep etc,documentation_debt,134,train
need rest base exampl show accept xmljson input,documentation_debt,135,train
remov http featur camel featur duplic karaf,code/design_debt,136,train
nice catch wonder initi bind done dostart much better would avoid synchron block getter assum invok lazi runtim process new exchang general initi done dostart start singl thread dont care much perform startup,code/design_debt,138,train
cxfrsendpoint getbind method thread safe custom site ran issu startup thread race perform sync async invoc code getbind given would react follow way thread would proceed creat bind object thread would mean still find bind null proceed creat new bind meanwhil thread one would bind set atom boolean bind initi proceed set headerstrategi thread meanwhil would overwrit origin bind object find atom boolean alreadi set would way associ object sinc flag absenc copi protocolhead etc throw except everi follow requestinvoc public cxfrsbind getbind bind null bind new logdebugcr default cxf bind bind bind instanceof return bind,requirement_debt,139,train
irc event log miss log case collis log well server initi disconnect howev compon code unawar state general lot use thing could done various irc event specif though code need awar disconnect,code/design_debt,141,train
document procedur work,documentation_debt,144,train
upgrad newer version depend inde normal simpl procedur add wiki page procedur pom updat check need osgi bundl servicemix guy run full test suit could one low hang fruit new work camel,documentation_debt,145,train
default jetti use sec timeout continu allow end user configur valu choic case system may take longer time process exchang,code/design_debt,146,train
trunk 1067682 dont use thread pool singl thread repli manag spring dmlc bit pant keep use new task everi second idl confus peopl task count grow larg,code/design_debt,147,train
camel karaf featur cameleventadmin correct featur describ follow featur version260 featur version260 bundlefeatur cameleventadmin artifact correct name cameleventadmin typo mistak provid download info unabl find resourc repositori central info error build failur info info cant resolv bundl info gonna submit patch fix,documentation_debt,149,train
split insid anoth split custom aggregationstrategi use exampl rout noth concat bodi space inbetween expect result would happen actual result two time reason strategi use class method protect aggregationstrategi exchang first step find aggregationstrategi exchang set null aggreg strategi use one declar splitter workaround would remov aggregationstrategi exchang aggreg use processor follow process method integr rout got desir result,code/design_debt,150,train
found easter egg todo sourc code support endpoint via ref todo support lookup endpoint ref requir bit work,requirement_debt,151,train
replac use hack make consist across compon,code/design_debt,153,train
suggest chang section code alway use getinst instead getdefaultinst,code/design_debt,154,train
possibl use pax exam base line willem upgrad pax exam may easier,code/design_debt,155,train
ticket osgi test compon howev paxexam less need ppl use plain paxexam,code/design_debt,156,train
patch follow chang copyright header miss file remov unus import new featur transfer exchang object use tcp protocol see use new featur work tcp protocol default codec object use textlinetru option,code/design_debt,159,train
think ticket chang bug new featur also anyon got better name option transferexchang consid option bodyon also need make sure default would bodyonlytru even paramet specifi,code/design_debt,160,train
todo rememb updat wiki compon document new option patch accept,documentation_debt,161,train
claus commit patch one issu sinc mashal unmash exchang exchangeid comment process assert exchangeid pass test btw document transferexchang properti high demand like use transferexchang paramet name sinc clear user regard willem,test_debt,162,train
willem vacat parent time access net bit challeng work camel use maven offlin mode decid last minut remov transfer exchangeid forgot remov unit test still could pass generat id today access net hour tri catch mail camel commit merg chang mina compon improv last day updat wiki document sunday back home also work provid camelminaexampl sampl distribut,documentation_debt,163,train
file ehcachexml default configur file ehcach initi camelcach compon contain deprec descript jms replic,documentation_debt,164,train
definit resolv lot test use mark deprec far havent found document altern use bunch test use havent abl figur type altern thus imo isnt altern import enough requir bunch test wonder deprec detail either similar situat deprec altern trydefinit could see rethrow similar method ad defin behavior would match java user expect certain isnt right,documentation_debt,165,train
dan said method deprec mean unit test henc would see unit test use deprec method handledtruefals tri catch error handler mistak altern instead use exampl onexcept except claus case docatch rethrow except want,code/design_debt,166,train
claus read care reason reopen need document use instead deprec featur done would user know mark issu resolv,documentation_debt,167,train
danhadrian welcom look ad document deprec javadoc easiest probabl see commit rev spot minor mistak correct check could find main test cours welcom improv document find anyth need ad,documentation_debt,168,train
believ user look wikimanu need document ill take care,documentation_debt,169,train
inform deprec api standard document java doc user would expect inform look never special wiki page like deprec api detail imho ticket resolv,documentation_debt,170,train
attach file name contain unicod charact appear correct encod messag,code/design_debt,172,train
current spring pars cxfendpointbean wherea blueprint pars cxfendpoint direct mismatch requir extra cast cxfcompon also mean featur support spring support yet blueprint like configur interceptor attach patch remov spring specif cxfendpointbean stuff allow spring blueprint pars direct cxfendpoint well subclass two approach maintain togeth also reduc usag string properti cxfendpoint use qname appropri ad convert class,code/design_debt,173,train
okay think tradeoff lower spring receivetimeout lower sec exampl use milli overload send pull packet amq broker receiv messag reason temporari queue faster dont jmsmessagelisten persist temporari queue pull everi 1sec pickup messag fast possibl receiv messag alway repli manag,code/design_debt,174,train
workaround end user use pull messag time per sec thus faster,code/design_debt,175,train
use case use persist queue exclus camel consum avoid use jmsmessageselector thus fast temporari queue,code/design_debt,176,train
reason persist repli exampl nabbl discuss camel use dummi valu jmsmessageselector expect repli receiv thus take sec timeout updat jmsmessageselector correlationsid receiv may tri suspendresum messag listen contain could potenti end synchron issu would suspend listen mean time anoth thread new messag send thus may miss resum listen therefor end pull messag amq broker add document faq drawback use persist queue,documentation_debt,177,train
new option introduc replytotyp enum follow option temporari share exclus set camel assum repli queue exclus camel use jms messag selector pickup messag arriv queue mean fast temporari queue fact also help highlight fact current fix replyto queue consid share default add better document jms page help highlight,documentation_debt,178,train
see nabbl use persist replyto queue requestrepli jms replymanag faster pickup repli default springjm timeout sec impact perform likewis receivetimeout set repli manag appli,code/design_debt,179,train
cameljm use requestrepli persist queue faster,code/design_debt,180,train
frank sometim best post dev open ticket anyway end user use eip suppli recipi list dynam eip faq well also care overload dsl new option etc confus end user get huge list ide access code complet likewis keep dsl sync java xml scala later bit hard java xml sync due jaxb model cannot jaxb defin express option keep urixxx possibl get valid except would expect express would constantto uglyverbos break everi camel applic use xml dsl dont think good idea add java dsl end user migrat java xml likewis best,code/design_debt,181,train
see nabbl reason method cannot invok may get caus except catch provid wrap except descript error messag bean method attempt invok,code/design_debt,182,train
beanprocessor improv except messag fail invok method,code/design_debt,183,train
upgrad cxf 24x dont need import resourc file like time clean import,code/design_debt,185,train
clean camel context file exampl upgrad cxf 24x,code/design_debt,186,train
error licens header miss one file ad new packag camelcor packagehtml file includ briefli summar packag see exampl copi camelcorepomxml file javadoc group packag guess new main packag ad well,code/design_debt,187,train
sorri issu tool jar ad dep snapshot releas etc bit weird track possibl parentpomxml antrun task osgi version regex replac sinc depend ad camelcor get inheirt artifcat snapshot releas guess releas profil make someth differ tool jar thus need depend use camel want get rid tool jar camelcorepomxml file,code/design_debt,188,train
patch move support class impl support move follow class place compat class impl locat defaultcompon defaultconsum defaultendpoint defaultexchang defaultmessag defaultproduc defaultunitofwork expressionsupport processorendpoint producercach move follow class without compat stub need outsid camelcor defaultroutenod expressionadapt mdcunitofwork messagesupport simpleuuidgener move processor util need support problemat class move defaultconsum need includ inner class move util problem bridg extend delegateprocessor cours processor util depend processor introduc interfac delegateprocessor camel could use abstract delegateprocessor good thing anyway open jira first also move pipelinehelp util use support class fair larg patch sure good hand wait till either realli incompat remov deprec class,code/design_debt,189,train
christian chang make backward compat make chang pleas make sure leav exist class place even extens refactor class chang test possibl ideal none ensur two thing one didnt break anyth exist code still work second user migrat path could take time remov old class later chang break backward compat leav later,code/design_debt,190,train
chang probabl destruct even,code/design_debt,191,train
sever class impl use extend compon avoid base class move support exampl defaultcompon defaultendpoint defaultproduc anoth case typeconvert well place impl class also public static convert method use mani compon function move processor avail compon,code/design_debt,192,train
proxi lifecycl cleanup work done cxf 243 face test fail camelcxf dig code found proxi instanc creat cxfproxyfactorybean cxf client use cxfproduc affect endpoint set conduit gone cxfproduc complain npe except use creat client instead cxfproxyfactorybean avoid npe except check differ use cxfproxyfactorybean case need take care handler set part use jaxw frontend,code/design_debt,193,train
patch creat new modul call move ari specif stuff camelblueprint longer depend ari class test camelblueprint jboss 702 work wonder havent abl test new jar yet havent setup servicemix like,test_debt,194,train
see nabbl invok filter directori allow end user skip entir directori would make poll faster need walk unwant directori logic need appli fileftp consum well unit test ensur work,test_debt,195,train
see nabbl bug activemq creat ticket get resolv leak appar use spring dmlc cachesess camel default requestrepli jms fix replyto queue consum cach therefor creat poll activemqsessionpool keep grow intern list creat consum session cach like patch need fix amq side,code/design_debt,196,train
cameljm requestrepli leak activemqsessionpool caus eat memori use fix replyto queue name,code/design_debt,197,train
split camelscriptgroovi camelscriptjrubi control granular much better version upgrad manag case user script hell probabl standardis one particular languag rout,code/design_debt,198,train
there mail mail list camelxstream blueprint friend even though current trunk work nice chanc add integr test,test_debt,199,train
trivial issu yet sometim bit annoy peopl familiar jmsactivemq compon expect default behavior queue produc add messag queue without specifi special oper hazelcast queue produc instead except oper defin would good consist rest queue produc,code/design_debt,200,train
patch trunk need add document show use camelsourceadpat cameltargetadpat,documentation_debt,201,train
christian need help let know btw agre name convent compon uri option messag header look exist compon seem like uri option compon specif name wherea header use format case want overrid option uri use messag header specifi differ name may lead confus thought,code/design_debt,202,train
make sure document updat next hour,documentation_debt,203,train
would like improv awssdb compon follow place use amazon oper instead camelawssdbxxx add osgi integr test would like resolv issu camel 290 renam oper name backward compat resolv issu today,code/design_debt,205,train
trivial typo test,documentation_debt,206,train
would great timer compon support asynchron api featur use timer compon generat event must process multipl thread current implement timer compon make block call usag thread pool hard possibl process multipl timer event simultan,code/design_debt,207,train
camel mail compon regist nntp support protocol javacod document use current support outofthebox camel featur request endus privat mail correspond,documentation_debt,208,train
less verbos spring longer complain error handler configur ad option tweak log level verbos,code/design_debt,209,train
use jms rout except occur get warn log spring jms error handler configur get stacktrac etc howev camel also default log stacktrac log twice make less verbos allow end user easili custom log level andor whether stracktrac includ,code/design_debt,210,train
cameljm jmsconsum make less verbos log case except rollback,code/design_debt,211,train
correct andrey provid patch unit test test fix,test_debt,212,train
yeah let return primit type patch welcom unit test,test_debt,213,train
imho chang introduc ticket caus regress failur avoid null valu misinterpret cach miss convert floatnan case simpli mark convers miss convers result floatnan doublenan simpli dont get miss cach concurrentmap understand would fine need map memor cach miss thing like realli intuit read code mayb ideal want lookup miss cach instead see also,code/design_debt,214,train
yeah correct covert deal nan yes need lookup fast type convert registri use lot camel fast possibl becom bottleneck,code/design_debt,215,train
appli patch trunk thank joshua also fix checkstyl error,code/design_debt,216,train
found issu previous patch fix test attach second patch,test_debt,217,train
stream handl inconsist,code/design_debt,220,train
start shut camel report bit stuff info level make less verbos exampl type convert log line log line instead,code/design_debt,222,train
start stop camel less verbos,code/design_debt,223,train
also camel4500 introduc leak well term managedtrac kept around separ map need remov need tracer map well,code/design_debt,224,train
creat camel5046 track leak camel4500 managedtrac affect onward,code/design_debt,225,train
add remov lot rout camelcontext jmx enabl accumul map provision jmx perform counter rout mbean map clear usag map longer need memori accumul map refer old object cannot,code/design_debt,226,train
shut seda endpoint take lill shutdown proper howev test dont need could shortcut shutdown faster exampl cameltest kit could tweak well camelcor suspect cut minut test time,test_debt,228,train
faster test seda endpoint shut seda endpoint faster,test_debt,229,train
remov surefir plugin longer need,code/design_debt,231,train
polish camelelasticsearch codebas bit,code/design_debt,232,train
fix test also run much faster overrid box run test take second compar around second,test_debt,233,train
cach produc thread safe,requirement_debt,234,train
weve got bunch negat test current codebas expect thrown xyzexcept howev dont realiz expect except thrown typic pattern correct,test_debt,235,train
improv beaninfo perform,code/design_debt,237,train
gert think choic alway otherwis alway match otherwis miss choic camel thrown except mayb check rout creation stuff,code/design_debt,238,train
edit retract word explicit otherwis errorhandl redeliveri cours think think behavior choic way alreadi claus match otherwis silent succeed noop user familiar switch statement think reason expect think perfect reason add otherwis one would add default make explicit exchang fail match would though ad log info otherwis null would say exchang process,code/design_debt,239,train
defin rout choic match claus found exchang end success without anyth mind fail default case least easi way get behavior,code/design_debt,242,train
ad camel 211 releas note updat wiki page correct version option avail,documentation_debt,243,train
cxf consum copi contenttyp http header camel exchang header may indic charact set use request instanc made avail normal place camel properti exchang call may cours done rout separ processor simplifi life done default seem logic place sampl processor perform job,code/design_debt,244,train
say reusabl rout rout defin routecontextso bug document featur think enhanc page correct,documentation_debt,245,train
paramet support httpclient3 camelhttp compon least version camel 294 patch provid support paramet support test case provid patch,test_debt,246,train
think test file dataic miss could pleas add ad bit log would help thank contribut,code/design_debt,247,train
lukasz thank contribut commit trunk creat placehold doc wiki wed appreci document sinc new compon 212 anytim soon port back mainten branch close issu,documentation_debt,248,train
get new compon document,documentation_debt,249,train
ideal consum write respons async callback done method uow done yet though http relat compon bit differ need support well spot gert,requirement_debt,250,train
use cameljetti endpoint unitofwork manag servlet handl request camel rout that invok mean resourc alreadi removedclean servlet write respons file cach stream alreadi remov servlet get chanc read would nice option avail configur servlet handl unit work mark done http respons written way unit work match actual http request,code/design_debt,251,train
thank patch feel free help ad doc,documentation_debt,252,train
dont forget updat camel 2120 releas page,documentation_debt,254,train
check code authmethod use camelhttp compon camelhttp4 compon strang mention authmethod http4 document also check camelhttp wiki page entri option authmethod,documentation_debt,255,train
got except say authmethod valu requir went doc mention authmethod accept valu search code find authmethod enum know valu accept find authmethod paramet name,documentation_debt,256,train
mention authmethod http4 document,documentation_debt,257,train
due recent spi allow plugin differ schedul improv use non schedul thread pool avoid suspendresum run least one poll hack today codebas instead use regular thread pool schedul submit task demand receiv call pollingconsum api,code/design_debt,258,train
implement mock consum test springbas test still need mock well seda test much faster though,test_debt,261,train
unit test camelhazelcast compon use real hazelcastinst object slow use mock object instead speed test test integr done select test major logic test mock,test_debt,262,train
ive write uri builder netbean use properti sheet api everyth work great api ad 212 would realli nice abl grab paramet document api well instanc properti sheet set short descript endpoint user would abl,documentation_debt,264,train
212x cut 2122 releas thing done integr 212x updat document,documentation_debt,266,train
idea confus end user timeout,code/design_debt,267,train
first though ad option tell whether timeout first messag receiv correl group last messag though provid timeout might want second last exchang receiv second first messag way exchang everi second youll aggreg one minut longer thus name paramet didnt want renam paramet say right way mayb proper name dont hesit ask want insight patch,code/design_debt,269,train
