text,label,document_index
remov redund exclud add use,code/design_debt,403
make schedul,code/design_debt,404
remov unus method except chang remov method except class unus use singl place jira pull request close,code/design_debt,405
display inform run test case fail display inform run test case fail,code/design_debt,406
reduc unus code,code/design_debt,407
cleanup control log broker line print empti use elimin log empti,code/design_debt,408
better handl tag place tag separ action class tag better clariti remov requir specifi action instead separ tag action automat long tag specifi properti conflict,code/design_debt,409
add make use add make use add detail java doc,code/design_debt,410
bad compil failur typo,documentation_debt,411
core various cleanup call delet,requirement_debt,412
initi api support replic chang need test replic,test_debt,413
ad better except messag,code/design_debt,414
remov test test longer need schedul part ensur restart alloc timeout alloc timeout part cover ensur time configur alloc timeout close,test_debt,415
simplifi show,code/design_debt,416
unus code patch review jbelli,code/design_debt,417
remov unnecessari log,code/design_debt,418
tabl servic implement motiv enabl tabl servic notic miss implement logic command process close,requirement_debt,420
yet debug,test_debt,421
make easier switch use control,code/design_debt,422
make server use travers sinc travers script would better use,code/design_debt,424
fix warn stream leak,code/design_debt,425
hang address patch chang spark packag download locat apach download also add miss test chang test version close squash follow commit add test use version spark,test_debt,429
glib support close squash follow commit kouhei sutou glib fix typo kouhei sutou glib fix build error kouhei sutou glib common code kouhei sutou glib support type kouhei sutou glib support type,documentation_debt,430
add miss licens header,documentation_debt,433
clean consum log error messag close,code/design_debt,434
log improv oper,code/design_debt,435
ignor failur,code/design_debt,436
hotfix fix typo close,documentation_debt,438
typo review,documentation_debt,439
remov duplic client,code/design_debt,440
futur api cleanup,code/design_debt,442
log messag initi contribut,code/design_debt,443
cleanup class,code/design_debt,444
fix hang tabl merg unnecessari ad util print merg state,code/design_debt,445
remov stop status oper oper convert throw except error stop status unus patch remov stop status relat kill method kill method replac cancel method handl normal case cancel limit close,code/design_debt,446
1x1 convolut acceler 1x1 convolut acceler direct without 1x1 1x1 convolut use common network etc cpplint fix fix fix fix fix set build status success job end earlier code mark status success initi new show jenkin status success see check mark github full build status see build even start run someth fail variabl chang failur even without merg mark github build fail correct behavior fix build status test instal requir chang match warn entir build updat unit test csv iter doc updat add unit test csv iter fix lint add doc updat doc gpu access ndarray gpu access ndarray gpu access api gpu access fix updat updat refactor use string refactor use string refactor list fix refactor updat fix test explicit instal handl earlier version instal updat updat command indent correct add script build doc file version add script build doc file version fix use add script differ version add mnist move mnist add mnist move mnist refactor add doc dataset chang apach packag url pip instal coreml convert fix coreml convert readm coreml convert readm updat layer first model provid exampl convert various standard model call issu fix coreml convert readm coreml convert readm updat layer first model provid exampl convert various standard model call issu pip instal convert run python insid user need run python setuppi look like also updat readm convert reflect note packag per tool time pleas leav feedback think better polici tool one singl packag unit test continu pass inform packag document updat releas note test chang name version ad licens setuppi updat readm file correct pip packag name parallel window unit test python jenkin parallel python window test clariti remov ad origin secur skip fail test temporarili fix test failur doc updat instal doc generat add 1x1 convolut test indent refactor random namespac refactor namespac random spars chang exampl document chang namespac usag exampl fix remov unus import switch name random chang comparison string int function use intern chang document use right namespac remov unus import chang name add ndarray modul revert add ndarray modul revert commit add ndarray modul fix gluon dataset fix gluon dataset parallel python unit test case jenkin parallel python unit test case parallel python unit test case jenkin parallel python unit test case jenkin chang namespac make log function chang chang namespac make log function chang help comment chang updat support 1x1 convolut acceler direct without 1x1 1x1 convolut use common network etc cpplint indent correct add 1x1 convolut test indent 1x1 convolut acceler direct without 1x1 1x1 convolut use common network etc cpplint indent correct add 1x1 convolut test indent cpplint indent,documentation_debt,447
remov unnecessari file exist check patch review,code/design_debt,450
remov status unus field fix bug contribut,code/design_debt,451
fix typo,documentation_debt,453
bug show full error messag ad volum fail,code/design_debt,454
remov file,code/design_debt,455
fix typo doc sure travers,documentation_debt,456
format,code/design_debt,457
fix typo comment,documentation_debt,459
full java compil cleanup,code/design_debt,460
use inform simplifi code chang propos pull request code simplifi exist inform paramet attribut child paramet project append group express child output patch test exist test close,code/design_debt,461
fix typo guid,documentation_debt,462
remov debug print,code/design_debt,463
make slight extens chang propos pull request pull request make slight extens remov limit build function patch test logic chang cover exist unit test close,code/design_debt,466
spark7684 sql refactor workaround spark7684 state spark7684 current execut order specif bug make run specif test suit local pretti refactor reli use various util method test case cleanup avoid call close squash follow commit move initi fix scala style issu refactor workaround spark7684 fix minor style issu,code/design_debt,469
sql fix express data type match also improv document various type close squash follow commit reynold xin one function document reynold xin ad document reynold xin sql fix express data type match,documentation_debt,471
remov unnecessari system,code/design_debt,472
add warn log less chang propos pull request current less spark automat without warn spark throw except configur like propos add warn log paramet configur patch test unit test ad verifi scenario close,code/design_debt,473
checkstyl,code/design_debt,474
style fix,code/design_debt,475
cover resourc leak cover resourc leak,code/design_debt,476
fix typo,documentation_debt,477
travi script cleanup add close squash follow commit wes mckinney disabl travi cach instal wes mckinney fix variabl name wes mckinney fix integr test travi script wes mckinney chang file mode wes mckinney travi script cleanup add,code/design_debt,478
merg branch other via other commit fix wrong test complet valu chop web usergrid141 chop improv usabl fix issu runner status usergrid141 chop improv usabl fix issu runner status creat start script usergrid141 chop improv usabl clean legaci code usergrid141 chop improv usabl runner status form usergrid141 chop improv usabl user key manag usergrid141 chop improv usabl user manag usergrid141 chop improv usabl complet chart usergrid141 chop improv usabl refactor chart layout usergrid141 chop improv usabl refactor modul list window chop fix set usergrid141 chop improv usabl iter chart layout stop reset oper work usergrid141 chop improv usabl run chart layout usergrid141 chop improv usabl chart layout start oper work usergrid141 chop improv usabl user list window usergrid141 chop improv usabl modul list window chop refactor,code/design_debt,479
flush task messag may confus recov,code/design_debt,481
bug new agent manag clean event status agent,code/design_debt,482
reduc log caus travi problem,code/design_debt,483
resolv minor doc issu zero issu error zero issu set small typo chang add test check check zero updat document error name paramet issu data paramet input issu fix doc paramet issu fix doc context paramet issu fix indent issu,documentation_debt,484
compon duplic close,code/design_debt,485
refactor python profil code make extens base fix conflict code style close close squash follow commit davi liu fix test davi liu add davi liu use default davi liu refactor davi liu refactor fix test davi liu fix code style yandu oppach remov unus method yandu oppach ad profil collector profil per stage yandu oppach fix doc yandu oppach refactor profil move test around yandu oppach code review fix yandu oppach refactor profil code,code/design_debt,486
remov dead code test,code/design_debt,487
minor bug doc fix jira minor fix ad help error messag clariti fix bug fix doc reflect correct name fix doc reflect allow,code/design_debt,489
sql pyspark support column express enabl could convert given type exampl date two bug relat see workaround close squash follow commit davi liu fix test python davi liu chang davi liu convert davi liu updat davi liu support date davi liu enabl convert,code/design_debt,490
ad command command leav option two command command alreadi ad also suggest command use oper done sure adjust api secur oper ad complex code zookeep,code/design_debt,491
temporari chang version revert temporarili version,code/design_debt,493
first test,code/design_debt,494
add test util function chang propos pull request add test util function reduc duplic function patch test pass jenkin updat test suit close,code/design_debt,495
remov hard code servic compon map,code/design_debt,497
generat use rather also fix typo,documentation_debt,498
tri clean normal jvm termin normal jvm termin make tri clean file jvm note help jvm termin normal,code/design_debt,499
optim avoid use pattern pattern reduc memori,code/design_debt,500
delet duplic test class,test_debt,501
ad clear mark log messag start shutdown servic also chang log start log messag debug,code/design_debt,503
make default new integr test delet test ad valu chang,test_debt,504
fix cleanup task unit test,code/design_debt,505
remov combin separ simplifi interfac combin perform call dont much perform approach partit combin step perform differ order one extra iter,code/design_debt,506
add log,code/design_debt,507
updat consist remov name tag includ default properti tag,code/design_debt,509
subqueri aqe main queri chang propos pull request make sure aqe enabl disabl entir queri includ main queri subqueri current queri aqe queri contain filter need make sure main queri subqueri appli aqe perform regress due miss subqueri chang need get rid potenti regress aqe turn introduc userfac chang patch test updat remov exist workaround ad enabl test suit aqe option ad check verifi subqueri alway main queri whether aqe appli close,code/design_debt,510
propos fix take look issu work progress,requirement_debt,511
unnecessari entri,code/design_debt,512
fix within help patch review,documentation_debt,513
ad inform log,code/design_debt,514
improv schedul log bugfix,code/design_debt,515
add line continu add line continu use end line continu charact handl continu made ad option paramet continu charact make usabl context also exampl config file implement check handl whitespac convert space line append exampl read pars,code/design_debt,516
