text,label,document_index
ambari server performance get cluster api call seconds,code_debt,177
better error,code_debt,178
test remove script references previously removed,code_debt,179
unnecessary name,code_debt,181
converted parquet longer cache closes squashes following commits remove unnecessary change cache converted parquet,code_debt,184
fix code style,code_debt,186
streaming allow checkpoint existing sparkcontext earlier version see active sparkcontext explicitly new set java scala api hard implement python new api introduced even confusing since way get existing active sparkcontext create new better use get sparkcontext rather new api explicitly pass context removed new versions sparkcontext added existing sparkcontext create sparkcontext closes squashes following commits merge remotetracking branch removed extra api used,code_debt,187
fixed warnings,code_debt,188
log information error,code_debt,189
improve ambari section guide add small better ambari integration fix typos macros review fix bug ambari integration code found doc,documentation_debt,190
code tidy merge old attributes type changed,code_debt,191
fix warnings code contributed,code_debt,193
trace info trace enabled fix issue trace info set even trace enabled exception still request data table clean trace another performance,code_debt,194
delete unused,code_debt,195
initial support added based option fixed issues related style added run filter enabled configuration version default disabled size reset closes,code_debt,196
fix typo,documentation_debt,197
existing integration tests changes enable existing integration tests flaky one zookeeper seconds validation phase longer time validation fails remove zookeeper unit test zookeeper shutdown fails tests test added back separate test class zookeeper server timeout seconds seconds add topics unit tests validation running following script patch master branch result closes,test_debt,198
tests,test_debt,199
fix fix style header fix style header refactor remove import change add set fixed fix lint,code_debt,200
handle,code_debt,201
use removing unused code fixing old,requirement_debt,202
minor formatting fix properties section closes,code_debt,203
cleanup warnings closes squashes following commits cleanup warnings,code_debt,207
memory leaks enabled fixes,code_debt,208
merge pull request doc correct error,documentation_debt,210
closes,code_debt,211
add current keep parsing syntax errors add execution support split command execute code,code_debt,214
add proper closing added method changed annotation needs done temporarily test following error environment root cause main error application failed start description web server failed start port already use action stop process thats port configure application another port,test_debt,215
make issues host found timeout rather host name problem adds utility method getting time jvm cache host failures add test method,code_debt,216
use right,code_debt,217
merge pull request http test port,code_debt,218
zeppelin502 python interpreter group adding python interpreter implementation py4j example java used python interpreter doesnt python binary uses python pythonpath thus still use specific python modules interpreter able work python without change python function display type feature jira issue tested interpreter python section pythonpath python binary use use interpreter python calling help interpreter install py4j pip install py4j use input form files need update py4j breaking changes versions needs documentation closes squashes following commits herv riviere zeppelin502 move py4j license herv riviere doc following review herv riviere zeppelin502 formatting code project convention herv riviere doc following review herv riviere zeppelin502 add py4j license herv riviere zeppelin502 minor changes pythonmd herv riviere zeppelin502 change pythonpath herv riviere zeppelin502 improve pythonmd herv riviere zeppelin502 improve pythonmd features yet supported description herv riviere zeppelin502 add tests code help tests writing herv riviere zeppelin502 rename pythonpath python default python herv riviere zeppelin502 input form change simple input form pyspark syntax herv riviere zeppelin502 indent convention herv riviere zeppelin502 add pythonmd herv riviere zeppelin502 catch exception herv riviere zeppelin502 python interpreter group,code_debt,219
fixed fixed length mode throw exception field length added option field workaround issue,code_debt,220
remove longer needed changes proposed pull request removes changes needed changes remove longer used code introduce userfacing change patch tested existing tests closes,code_debt,222
polished java doc,documentation_debt,223
add logging information,code_debt,224
code style,code_debt,228
fixed indentation see,code_debt,229
implement expression sure also may may better implement way changes needed test sql closes squashes following commits andy grove fix typo andy grove remove andy grove implement expression,documentation_debt,230
improve error message results use simple end remove test feature test case long time remove comment client unit test,documentation_debt,231
remove parameter,code_debt,232
refactor pass improve,code_debt,233
clean,code_debt,234
work progress,requirement_debt,235
speed shutdown upgrade contributed,code_debt,237
fix leak,code_debt,238
related exception logging,code_debt,239
renamed write,code_debt,241
fix issues changes proposed pull request introduced current implementation cause case causing also flaky implementation order avoid also patch tested running times flaky closes,test_debt,242
fix flaky tests see jira issue description cause flakiness fix issue waiting long time server shutdown finish,test_debt,243
server run memory time due class leak,code_debt,245
connection leaks logs web contributed siddharth,code_debt,246
ignore new test thats yet,test_debt,247
potential leak closes,code_debt,251
minor clean add comments client,code_debt,252
hotfix fix exception message,code_debt,253
always add could also inside multiple times closes,code_debt,254
little bit code cleanup,code_debt,255
guide,documentation_debt,256
fix typo error,documentation_debt,257
,test_debt,258
consolidate docker logic contributed xin,code_debt,259
fix flaky shutdown test problem variable set one thread read another,test_debt,260
fixing warnings patch,code_debt,261
fix,code_debt,263
remove duplicated annotations module,code_debt,264
fix typo,documentation_debt,265
http removed values fixed feature fixed function config,code_debt,266
fix typo model timestamp fix typo model timestamp field new testing field already closes,documentation_debt,267
fixed formatting,documentation_debt,268
added little getting documentation fixed,documentation_debt,269
fix clang warning,code_debt,270
fix zookeeper log via,code_debt,271
stop infinite,code_debt,273
get rid warnings dont support,code_debt,274
simplify dont need,code_debt,275
cleanup console output,code_debt,277
add add expressions jira add add expressions patch conflicts reynold xin closes squashes following commits liangchi hsieh merge remotetracking branch liangchi hsieh comments liangchi hsieh merge remotetracking branch liangchi hsieh comments liangchi hsieh merge remotetracking branch liangchi hsieh remove liangchi hsieh fix scala style liangchi hsieh add add expressions,code_debt,278
fix stop file longer used,code_debt,279
consolidate string,code_debt,282
fix closes,code_debt,283
improve via,code_debt,285
remove unnecessary check contributed,code_debt,286
make file size matching configurable make file size matching configurable please reviewed jira issues references example description better validation configurable data files configurable different dataset phase tests need testing extremely good commits subject lines multiple commits address issue addition commits write good commit commit subject body line subject subject end subject uses add adding body body make file size matching configurable different fix closes,documentation_debt,287
code tidy,code_debt,288
removing unnecessary,code_debt,289
error message fix map,code_debt,290
simplify docs,code_debt,291
fixing typo,documentation_debt,293
samza1122 rename executionenvironment applicationrunner rename executionenvironment applicationrunner including rename package rename closes squashes following commits liu merge branch samza1122 samza1122 liu samza1122 rename executionenvironment applicationrunner liu samza1122 rename executionenvironment applicationrunner,code_debt,295
remove test,test_debt,296
update console docs update console docs sql query added links fix typos,documentation_debt,298
add debug log message missing patch jbellis,code_debt,299
fix typo,documentation_debt,300
minor javadoc updates formatting code changes,code_debt,301
remove exception ignore pool cannot server,code_debt,302
remove,code_debt,303
fixed security issue,requirement_debt,305
formatting make consistent,documentation_debt,306
correct typo status status,documentation_debt,307
fixed typo,documentation_debt,308
patch fix typo,documentation_debt,309
minor updates make methods creating application,code_debt,310
fix make add remove,code_debt,311
added method return types included import type fixed,code_debt,312
javadoc readable,documentation_debt,313
java module names,code_debt,315
rearrange support building,code_debt,316
support collector service collector instrument agent make output agent collector package try add metric annotation change instrument finish agent metric debug new instrument fix bug finish instrument fix compile issue,code_debt,317
sql add rule automatically unsafe safe row format two different internal row old row format end conversions two conversions performed operators instead format conversions needed patch makes following changes add two new operators row format conversions add new methods allow operators whether output whether handle safe unsafe rows implement rule automatically converter operators closes squashes following commits josh rosen resolve conflicts josh rosen add converter test josh rosen add unsafe support tests bump test coverage josh rosen add even execute josh rosen rename josh rosen add operators input rows different josh rosen add tests filter josh rosen add missing test file josh rosen fixes josh rosen rename file josh rosen finish writing rule josh rosen merge remotetracking branch josh rosen,code_debt,319
merge pull request initial implementation,code_debt,320
add issue workaround,code_debt,321
minor fix file leak log integration tests closes,code_debt,322
bug writing log exception write fails instead jira pull request closes,code_debt,323
file system based code initial implementation,code_debt,324
reset test avoid leakage tests,code_debt,325
cannot use api added missing api response,code_debt,326
delete deprecated code,code_debt,327
,code_debt,329
removed new validation module temporarily used build query,code_debt,330
hotfix throw original exception thread pool exception thread pool throw original exception instead throw new one makes hard debugging closes,code_debt,331
rename rdl remove rename rename rdl rename rdl module name rename rdl package name rename rdl class name,code_debt,332
workaround stats,code_debt,333
made work move multiple interface example,code_debt,334
merge pull request simple first fix use message message store,code_debt,335
minor,code_debt,336
improve close,requirement_debt,337
polished,code_debt,339
tests try improve test squashes following commits possible fix closes,test_debt,341
fix checkstyle avoid duplicated logic filter group property key get property value via ensure properties would return avoid string null instead null using get string value property value used group,code_debt,342
improve performance apache common,code_debt,344
cluster root commit better logging,code_debt,346
refactor json output use api,code_debt,347
code style,code_debt,348
code cleanup,code_debt,349
tests comments location slow leak around one use,code_debt,350
component docs fixed typo,documentation_debt,351
fix typo fix github closes,documentation_debt,352
remove file within root source tree use anymore phase tool apache used closes,code_debt,353
remove hardcoded commands main add main class print usage commands,code_debt,354
new server side trim function new aggregation group new use new implemented server side trim function trim new trim function take map keys result list input prevent build several new aggregation functions improve performance new reduce,code_debt,355
better,documentation_debt,357
project fix remove files,code_debt,358
fix logging set message already using additional single test case,code_debt,359
documentation fix typo,documentation_debt,360
polished,code_debt,361
handle exceptions properly,code_debt,362
added schemas config config schema type schema simple classes string number boolean class schemas value classes interface used method field method return description user status tested makes use schemas yet,test_debt,363
typo,documentation_debt,364
remove duplicated annotations module motivation classes module following annotations annotation includes annotations removed data annotation also,code_debt,366
fix typo javadoc,documentation_debt,367
javadoc,documentation_debt,368
fix aggregation empty data changes proposed pull request spark sql global aggregation grouping aggregation global aggregation always return single row initial aggregation state output even zero input rows spark number grouping keys aggregation global aggregation zero grouping keys however simple following case something implemented rule contains zero columns zero rows rule makes confusing following one confusing operator contains grouping keys contains columns global aggregation result spark sql single row initial aggregation state uses output returns wrong result fix issue grouping key list operator input plan contains zero output columns way grouping aggregation properly grouping aggregation returns correct patch tested new unit tests added closes,code_debt,369
format,code_debt,370
leaks dependency,code_debt,371
fix typo,documentation_debt,372
bug volume download volume failed root data return volume name instead full path servers bad name convention,code_debt,374
removed removed fixed service methods error removes console adds missing messages removes,code_debt,375
fixing logic remove inside broker clean properly added test verify also added new debug logging help future issues,code_debt,377
fixed typo javadoc,documentation_debt,378
fix typo topic changes proposed pull request fix typo closes,documentation_debt,380
avoid logging info cannot,code_debt,381
improve int performance,code_debt,382
fix,code_debt,383
fix clang warning,code_debt,384
style fix waiting etc fix fix code add cannot process return null add add add add add add add add add add,code_debt,385
add functions add javadoc,documentation_debt,386
leak structure types,code_debt,388
consolidate setting style,code_debt,389
removing test,code_debt,390
rename csv json changes proposed pull request current option name csv users currently per file actually one file could multiple thus rename patch tested closes,code_debt,391
remove unnecessary logging make proper logging,code_debt,392
simplify contributed,code_debt,393
version,code_debt,394
fixed npe bug one polished code,code_debt,396
use config instead hardcoded value,code_debt,397
minor issues updating comments updating consistent adding process process,code_debt,399
clean,code_debt,401
remove redundant add used,code_debt,403
making,code_debt,404
remove unused methods exceptions change removes methods exceptions class unused used single place jira pull request closes,code_debt,405
display information running test cases failed display information running test cases fail,code_debt,406
reduce unused code,code_debt,407
cleanup log line prints empty use eliminate log empty,code_debt,408
better handling tag place separate action class tag better clarity removes action instead separate tag action automatically long properties conflicts,code_debt,409
add making use add making use add java doc,code_debt,410
bad failure typo,documentation_debt,411
core various cleanup calls,requirement_debt,412
initial supported changed needs testing,test_debt,413
added better exception message,code_debt,414
remove test test longer needed part allocation allocation timeout part configured allocation timeout closes,test_debt,415
simplify show,code_debt,416
unused code patch reviewed jbellis,code_debt,417
remove unnecessary logs,code_debt,418
table service implemented motivation table service missed logic command process closes,requirement_debt,420
yet debug,test_debt,421
make easier use,code_debt,422
make server use traversal since scripts would better use,code_debt,424
fix warning leak,code_debt,425
address patch change spark package download location apache download also add missing test change test version closes squashes following commits add test use version spark,test_debt,429
glib support closes squashes following commits kouhei sutou glib fix typo kouhei sutou glib fix build error kouhei sutou glib common code kouhei sutou glib support type kouhei sutou glib support type,documentation_debt,430
add missing license header,documentation_debt,433
clean consumer logging error messages closes,code_debt,434
logging improvements operations,code_debt,435
ignore failures,code_debt,436
hotfix fix typo closes,documentation_debt,438
typo reviewed,documentation_debt,439
remove duplicate clients,code_debt,440
api cleanup,code_debt,442
log message initial contributed,code_debt,443
cleanup class,code_debt,444
fix table merge unnecessary added utility print merge state,code_debt,445
remove stop status operator operators converted throw exceptions error stop status unused patch removes stop status related methods methods methods handle normal case cancellation closes,code_debt,446
1x1 convolution acceleration 1x1 convolution acceleration directly without 1x1 1x1 convolution used common etc cpplint fix fix fix fix fix set build status job earlier code status new jenkins status see check mark github full build status see even running something fails variable changes failure even without merge mark github build failed correctly behavior fix build status test required changes match warning entire build update unit test csv doc update add unit test csv fix lint add doc update doc gpu access ndarray gpu access ndarray gpu access api gpu access fix update update refactor use string refactor use string refactor list fix refactor update fix tests explicitly install handle earlier version install update update commands correction add script build doc files versions add script build doc files versions fix use add script different version add move add move refactor add doc dataset change apache package url pip coreml converter fixing coreml readme coreml converter readme update first models examples various standard models calling issues fixing coreml readme coreml converter readme update first models examples various standard models calling issues pip converter runs python inside user needs run python setuppy look like also updated readme converter note package per tool time please feedback think better policy one single package unit tests pass package documentation updating release testing name version added license setuppy updating readme files correct pip package name parallelize unit tests python jenkins parallelize python tests clarity removed added skip test temporarily fix test failure doc updates install doc add 1x1 convolution tests indent refactor random refactor random sparse change examples documentation change namespace usage examples fix remove unused import name random change comparison string int functions used change documentation use right namespace remove unused import change names add ndarray modules revert add ndarray modules commit add ndarray modules fix gluon dataset fix gluon dataset parallelize python unit test cases jenkins parallelize python unit test cases parallelize python unit tests cases jenkins parallelize python unit tests cases jenkins change namespace make logging changes change namespace make logging changes help comment changes update support 1x1 convolution acceleration directly without 1x1 1x1 convolution used common etc cpplint correction add 1x1 convolution tests indent 1x1 convolution acceleration directly without 1x1 1x1 convolution used common etc cpplint correction add 1x1 convolution tests indent cpplint indent,documentation_debt,447
remove unnecessary file check patch reviewed,code_debt,450
remove status unused fix bugs contributed,code_debt,451
fix typo,documentation_debt,453
bug show full error message adding volume fails,code_debt,454
remove files,code_debt,455
fix typo docs sure,documentation_debt,456
formatting,code_debt,457
fix typo comment,documentation_debt,459
full java compiler cleanup,code_debt,460
use information simplify code changes proposed pull request code simplified existing information parameter attributes child parameter project append group expressions output patch tested existing tests closes,code_debt,461
fix typo guide,documentation_debt,462
remove debug print,code_debt,463
make slightly changes proposed pull request pull request makes slightly removing build functions patch tested logic changes existing unit tests closes,code_debt,466
spark7684 sql refactoring workaround spark7684 spark7684 currently execution order specific bug makes running specific test pretty using various utility methods test case cleanup avoid calling closes squashes following commits move initialization fixes scala style issue workaround spark7684 fixes minor issues,code_debt,469
sql fixed expression data type matching also improve documentation various types closes squashes following commits reynold xin one function documentation reynold xin added documentation reynold xin sql fixed expression data type matching,documentation_debt,471
remove unnecessary system,code_debt,472
add warning log less changes proposed pull request currently less spark automatically without warning spark throw exception configured like add warning log parameters configured patch tested unit test added verify closes,code_debt,473
checkstyle,code_debt,474
style fixes,code_debt,475
resource leak resource leak,code_debt,476
fixed typo,documentation_debt,477
travis script cleanup add closes squashes following commits wes mckinney disable travis cache install wes mckinney fix variable name wes mckinney fixes integration tests travis script wes mckinney change file mode wes mckinney travis script cleanup add,code_debt,478
merge branch others via others commits fixing wrong test values chop web usergrid141 chop improve usability fixed issues status usergrid141 chop improve usability fixed issues status creating start scripts usergrid141 chop improve usability clean legacy code usergrid141 chop improve usability status form usergrid141 chop improve usability user keys usergrid141 chop improve usability user usergrid141 chop improve usability usergrid141 chop improve usability refactored chart layout usergrid141 chop improve usability refactored module list window chop fixed set usergrid141 chop improve usability chart layout stop reset operations usergrid141 chop improve usability runs chart layout usergrid141 chop improve usability chart layout start usergrid141 chop improve usability user list window usergrid141 chop improve usability module list window chop refactoring,code_debt,479
task message may confusing,code_debt,481
bug new agent manager clean status agent,code_debt,482
reduce logging causing travis,code_debt,483
resolve minor docs issues zero issue error zero issue set small typo changed add tests check zero update documentation error name parameter issue data parameter input issue fix docs parameter issue fix docs context parameter issue fix indentation issue,documentation_debt,484
component duplicate closes,code_debt,485
refactoring python code make based fix conflicts code style closes closes squashes following commits davies liu fix tests davies liu add davies liu use default davies liu refactor davies liu refactor fix tests davies liu fix code style yandu oppacher remove unused method yandu oppacher added collector per stage yandu oppacher fix doc yandu oppacher refactor moved tests around yandu oppacher code review fixes yandu oppacher refactor code,code_debt,486
remove dead code test,code_debt,487
minor bug doc fixes jira minor fixes added help error messages clarity fixed bug fixed docs correct name fixed docs,code_debt,489
sql pyspark support expression enable could converter given types example date two bugs related see workaround closes squashes following commits davies liu fix tests python davies liu changes davies liu convert davies liu update davies liu support date davies liu enable convert,code_debt,490
added command command option two commands commands already added also command using done sure api security operations adding complex code zookeeper,code_debt,491
temporary change version temporarily version,code_debt,493
first test,code_debt,494
add test utility function changes proposed pull request add test utility function reduce functions patch tested pass jenkins updated test closes,code_debt,495
remove hard service component,code_debt,497
using rather also fix typo,documentation_debt,498
try clean normal jvm normal jvm make try clean file jvm note help jvm,code_debt,499
optimize avoid using memory,code_debt,500
delete duplicated test class,test_debt,501
added log messages start shutdown also changed log log message debug,code_debt,503
make default new integration test delete test adding value,test_debt,504
fixes cleanup task unit tests,code_debt,505
remove performed call dont much performance performed different order one extra iterator,code_debt,506
add logging,code_debt,507
updated consistent removing name tag including default properties tag,code_debt,509
subqueries main query changes proposed pull request makes sure aqe enabled disabled entire query including main query subqueries currently queries aqe queries need make sure main query subqueries aqe performance due missed changes needed get rid potential aqe introduce userfacing change patch tested updated removed existing workaround added enable testing aqe options added check verify subqueries always main query whether aqe closes,code_debt,510
proposed fix take look issue work progress,requirement_debt,511
unnecessary,code_debt,512
fix within help patch reviewed,documentation_debt,513
adding information logs,code_debt,514
improved logging bugfix,code_debt,515
add line continuation add line continuation using end line continuation handling continuation made adding optional parameter continuation make also example config file implementation handle whitespace converted line example read,code_debt,516
rust broken links documentation warnings fixed broken documentation links internal warnings due code closes squashes following commits broken links documentation warnings,documentation_debt,517
removed redundant key,code_debt,518
fix java doc part javadoc fix message,documentation_debt,519
fix checkstyle contributed,code_debt,520
new legacy disable models new however would users performance improvements,code_debt,521
fix typo,documentation_debt,522
large slow,code_debt,524
build fix build fix adding end point making function end point specific,code_debt,525
add todo,requirement_debt,526
new aggregation resolve java style warning remove casting,code_debt,527
merge fix leak,code_debt,528
merge pull request synchronization,code_debt,529
streaming minor close files correctly iterator finished streaming currently theres close file correctly finished change avoid resource leakage closes squashes following commits close files correctly iterator finished,code_debt,531
clear warnings,code_debt,532
replace travis build status jenkins,code_debt,534
changes added whole system trying process dfdl using set whole dfdl works like compiler much decision making compile time end calls many dfdl properties required required updating dfdl schemas many unit tests test files however still tests pass fail tests tests tests pass set test minor due end group references yet yet implemented type new new attributes schema many unit tested yet added need support unit tests get right call needed error dfdl added unit test test behavior scala environment new scala something one tests fail,requirement_debt,535
names memory,code_debt,537
still references deprecated property via,code_debt,538
consolidate common code consolidate common code small fixes small fixes,code_debt,539
style label change theres adding info label breaking fixing bad class name additional label adding new fixing map key warning using new label view fixing issue,code_debt,540
doc fix doc style plugin,documentation_debt,541
fixed typo errors,documentation_debt,543
doc docker clarity fixes motivation original document may users docker image building one,documentation_debt,544
fix error,documentation_debt,545
tidy changes,code_debt,546
fix checkstyle issue,code_debt,547
bug method motivation prevent bugs refactoring method bugfix missed event messages disabled consumer bugfix message null exception previously commit testing message null made method future without future refactor add unit tests bug fixes result bug fixes code,code_debt,548
polished,code_debt,549
fixing wrong doc,documentation_debt,550
remove duplicate decision decision much data needed features example currently however could instead side possible also stats entire stats side patch adds stats right child stats need right child stats child stats stats features closes,code_debt,552
example tested,test_debt,553
simplify,code_debt,554
leakage contributed,code_debt,555
bump dependency fix default value parameter cleanup error logging code,code_debt,556
remove duplicate,code_debt,558
hotfix many skip,test_debt,559
remove old configuration,code_debt,560
hotfix add sanity check,code_debt,561
fix empty exception message java functions cause npe fix empty exception message java functions cause npe add additional exception message error null,code_debt,562
supported date type removed java style errors added validation date timestamp added test case validation timestamp date refactor test cases removed code unnecessary file code added validation table,code_debt,563
remove unused classes,code_debt,564
improved python convert int,code_debt,567
fix style check config,code_debt,568
minor fix append test issues output patch fix two test issues github including multiple tests new output caused feedback tests data disabled output slightly improved performance result changes improved time,code_debt,569
streaming dont configuration within streaming checkpoint change would cause problem streaming logic find configuration changed problem closes squashes following commits one fix code style add comment dont configuration within streaming checkpoint,code_debt,570
fixed typo ensure included,documentation_debt,571
fix comment,documentation_debt,572
size,code_debt,573
warning,code_debt,574
refactor duplicate code,code_debt,575
polished code method iterator class,code_debt,577
merge remove deprecated code,code_debt,578
merge pull request improve scripts fix issues,code_debt,579
polished,code_debt,580
fixed trying patch,code_debt,581
remove extra added improve performance calls however also improve output operators closes squashes following commits reynold xin remove extra,code_debt,583
polished bit karaf features,code_debt,584
trace generated java code fix typo,documentation_debt,585
flaky test,test_debt,586
improve include imports,documentation_debt,587
print thread log thread trace thread thats thread help user operations change needed request thread servers possible servers already change thread servers log file much easier,code_debt,588
