text,label,document_index
fix need add line definit exclud new project also add todo followup task remov exclud publish previous,requirement_debt,41
updat sort doc test exampl,test_debt,42
pretti sure long isnt realli necessari dont think make longer case,code/design_debt,43
second paramet better complet,code/design_debt,44
refer find consist show function make like option,code/design_debt,45
yes use reflect instanti two differ class yarn packag connect manual remov one see there still reflect code load seem unnecessari,code/design_debt,46
case might want chang execut bit master make unnecessari howev much critic part releas decid runtim code rather test,code/design_debt,47
well definit call get isnt thread safe possibl youll get valu time time like process increment one thread read anoth thread think valu,requirement_debt,48
think alreadi defin,code/design_debt,49
right use lot test code somewhat updat,code/design_debt,50
tri dont see better way code need slight differ logic type,code/design_debt,51
look littl document say reduc amount time author polici parent resourc resourc think practic case cannot access process group access resourc within happen,documentation_debt,52
checkstyl fix typo,documentation_debt,53
havent actual ad test that least doesnt match intent describ close back describ test want jira,test_debt,54
instead string use string builder dont count number format argument often take coupl iter get right string builder good especi option thought,code/design_debt,56
think take consid drop logic sinc add complex might perform issu practic let know,code/design_debt,57
necessari see discuss includ import singl block move unus import separ group need keep import order group use empti line separ import group,code/design_debt,58
relat vector refer variabl name chang variabl name,code/design_debt,59
updat improv readabl time address,code/design_debt,60
name keep simpl might touch time sinc place doesnt save much,code/design_debt,61
note concern messag need possibl memori affect great would person prefer refactor need take especi need someon want use plugin mean els,code/design_debt,63
lgtm merg thank hard work patch minor client test submit followup,code/design_debt,64
space simpler,code/design_debt,65
check place place still keep previous place use one event place differ code block place larg code block,code/design_debt,66
implement class use class instead type explicit,code/design_debt,69
see ad test still havent address question synchron class need,code/design_debt,70
even though bind base instanc think implement threadsaf exampl multipl task execut serial thread modifi bind besid threadsaf doesnt support defin bind thread ad step anoth,requirement_debt,71
rewrit tupl consum work improv read write perform storag framework specif use tupl tupl tabl instead tupl storag executor avoid tupl data copi queri process,code/design_debt,72
thank replac propos also left mention metadata segment file row group partit sinc wasnt describ doc yet,documentation_debt,73
could add deprec give proper warn,code/design_debt,74
use null valu ad statement method allow slight avoid duplic code,code/design_debt,75
,code/design_debt,76
open jira issu start thought quick chang part like move top level class document spark runner need copi doesnt work part think close run spark runner modul spark depend problem test class found could help take look make call whether want includ left handl,documentation_debt,78
minor need place could,code/design_debt,79
okay think issu pretti unfortun hive direct use class howev spark need depend origin class hive code use cant remov hive use pretti ugli one solut might updat spark spark use version hive,code/design_debt,81
wonder would make sens insert actual featur like subclass would look someth like lot duplic code subclass goe away thought,code/design_debt,82
sinc new interfac method add javadoc pleas,documentation_debt,83
think better use,code/design_debt,85
agre use littl confus doesnt seem match general use term howev deal come across version mention packag other implement input vector hash tabl hash signatur length hash signatur creat result appli hash function agre effect implement find bit done part function without know happen clear new user come common implement number hash function length hash signatur actual number hash tabl term transform somewhat main use case perhap common exampl use hash signatur featur model similar way say transform havent seen view real use case search ill give exampl transform output let say want recommend model factor vector vector etc system mani item like use make effect version store hash tabl tabl hash signatur vector similar item given item retriev hash queri item use filter item set fact someth work project current support import output full set hash transform recommend futur api return transform mention other need updat doc user make realli clear implement think need make clear valu mention implement later perhap even link jira renam someth like add add paramet make much privat possibl avoid stuck implement detail futur releas also dont see need public one issu current would output set hash valu actual set signatur length guess leav document output actual believ support futur mani thing need chang etc need refactor implement think let ensur left api cant chang futur set must result current avoid behavior chang guess sinc current default make default ad also final understand result perform test would dont believ seen yet,code/design_debt,86
perhap renam variabl someth like would reason declar use enum valu necessari,code/design_debt,87
yes ill updat there actual problem unit test ive written fail,test_debt,88
function need comment,documentation_debt,90
think behavior purpos that behavior dont shut anyth your done everyth shut consist maintain state session cant clear think way forward probabl new method like clear user least provid mean cleanup without chang close figur automat resourc hold chang behavior session close shut context behavior chang yes perhap less anyth peopl like thought feel like refer count go end,code/design_debt,91
agre schema metadata good idea said also requir need chang format first schema object exist runtim serial need convert object structur object structur defin format dont new field format cannot much topic also like see featur separ would general approach store metadata schema need extens namespac etc dont agre user friend that ive suggest implement helper api user doesnt need deal conf key valu direct dont agre cannot meet topic term document discuss sure meet would help happi think otherwis also think get stuck issu would suggest involv mayb list bring topic next parquet sync,code/design_debt,92
design doc write could fail replic replic counter howev reli request return respons implement whole request fail doc dont enough written replic job end ugli except get stuck retri order write design doc separ request like write attach fix,code/design_debt,93
may worth wrap call actual return error messag sinc generat code input,code/design_debt,94
nit,code/design_debt,95
would code finish improv peopl might never need look code,code/design_debt,96
add comment commit otherwis peopl would confus,documentation_debt,97
clear youd want use config element read bit code understand add proper exampl type annot,documentation_debt,98
fix typo,documentation_debt,99
nit line long enough time split,code/design_debt,100
think method realli necessari alreadi logic access type see mayb make method bit generic,code/design_debt,101
minor return type nullabl,code/design_debt,102
look good thank fix typo,documentation_debt,103
warn seem bit instead,code/design_debt,104
need tri ensur chanc send go think seem littl simpler move check longer need chang,code/design_debt,105
use build updat also note,code/design_debt,106
unus default constructor,code/design_debt,110
know implement partit relat one intent,requirement_debt,111
remov depend sinc add help optim bundl output take necessari part instead entir bundl replac call applic,code/design_debt,112
doc need someth like pipelin consist sequenc stage either transform fit transform call stage execut order stage may modifi dataset pass next stage mayb say someth happen stage,documentation_debt,113
mean remov variabl chang statement someth like follow,code/design_debt,114
nit top line least tri make import order,code/design_debt,115
fix seem memori leak librari implement simpl function worker write log use send log log topic tri test send request messag input topic check test face error option observ memori usag function worker process clear variabl finish function log messag clear caus memori leak moreov function set topic could get accumul messag caus error verifi step describ issu,code/design_debt,117
yeah see doc though set way least mayb instal never need configur file way seem bad ignor file least log mayb warn sound like there one file could reason expect special case warn anyth els fail anyth els rather way,code/design_debt,118
ad test case negat number condit,test_debt,119
remov least deprec,code/design_debt,120
sure introduc addit constraint like total size scan byte suggest improv featur later correct howev client wait page oper complet fail return applic addit improv reduc condit think client side timestamp make almost expect featur improv overal perform avail sinc page limit memori usag time hold server resourc experi page real cluster seen negat yet long page size small less,code/design_debt,121
default valu number commit requir inlin compact current default everi commit merg read tabl inlin compact well automat think default valu littl also make merg read work like copi write compact everi run valu old default pull request trivial rework code cleanup without test coverag,code/design_debt,122
note person discuss found hard code use unit return function point read like block code result make sens point prefer use futur possibl becom fact return futur,code/design_debt,123
data would duplic code alreadi implement url class go make chang request dont want featur either remov duplic code also environ variabl general enough data sourc think ad place use via url class plugin special case renam raw could use place,code/design_debt,124
may think ad got work side rather got use custom control field get convert,documentation_debt,125
let seem like long term solut use time get null problem uniqu constraint appli proper affect user direct guess may affect filter function list view,code/design_debt,126
way test still doesnt catch bug your fix think need proper endtoend test realli test integr actual yarn cluster start look use bring cluster run flink endtoend test,test_debt,127
problem case process singl element case mean emit quit mani element downstream cost pretti much would say could someth per element dont think use refer either runner clone solut would seem mark initi split via restrict uniqu restrict alway one activ either current process restrict could use reader without sourc might implement hashcod equal common practic,code/design_debt,130
section titl class type correct namespac packag remov duplic tabl pleas review namespac chang doc,code/design_debt,131
code look good except comment two thing address would better document new configur without document idea ad featur code alreadi use api cant get could provid new branch would also great test expect work document version expect work expect right thank,documentation_debt,132
cleanup variabl name think would help lot test confus know copi past would nice clean also test assert one file file one file archiv one file file archiv,code/design_debt,133
need use user use,documentation_debt,134
minor guess first error condit happen way often second get messag say lot less clear say doesnt exist break includ specif error messag either case also might nice valu error messag know path,code/design_debt,135
method doesnt alway creat new name say way would error case find exist given exampl call wouldnt error find exist request true add code error caller pass paramet indic new request expect creat,code/design_debt,136
fix flaki test,test_debt,137
shouldnt remov intend general purpos class log handl buffer logic notic replac even new name still use class event log simplifi,code/design_debt,138
mayb name doesnt intend new class context way read topic support reus much code possibl cursor implement basic cach code logic switch next valid plus messag delet consid case topic cursor away data get potenti delet anyway prefer explicit api thing name cursor away case dont see name data get delet cursor intend usag cursor topic reader messag make sure data around intend amount time,code/design_debt,139
well point check simplifi dont think null true header object sure simplifi second check iter header map string find header key seem rather,code/design_debt,140
think creat open method pass instanc call way save lot instanc,code/design_debt,144
work ask lot column row need could tri chang return insid function return return line could becom think worth worth,code/design_debt,145
yes input get increas bucket size safe purpos mayb unnecessari dont think one bucket per counter cost mani memori,code/design_debt,146
definit fix look like protect app need someth like get includ applic like mention list info believ list intent left open dont realli see reason chang peopl use case perhap make page protect configur histori server would expect see could confus perhap document better histori realli protect app level could explicit turn,code/design_debt,147
scala follow java style comment see code document style,code/design_debt,148
store never null thus dont need chang also check give much still call even store empti,code/design_debt,149
remov last test caus condit,test_debt,150
test coverag modul,test_debt,151
share doc,documentation_debt,152
thank code review consist happen window seen peopl similar issu linux issu linux window problem handl open file allow renam move delet file handl open file requir close renam much issu linux way linux file system implement way file implement linux allow renam move delet file even open handl way think patch renam file directori alway close file applic linux well scenario delet directori sinc topic delet delet segment file cleaner thread believ close log file case log delet close segment case segment file cleanup sinc one read file safe close swap clean file renam swap file renam actual log file also believ segment close renam swap overal file close renam open back requir applic linux well yes initi implement chang renam file method chang turn ugli pull request done way problem need delet file put check delet file also result chang mani place also like cleaner fix solv problem close segment renam delet also want generic fix rather specif window yes add test case want get initi idea ad test,code/design_debt,153
add test around publish load sequenc data disk,test_debt,154
requir otherwis document correct,documentation_debt,155
write new buffer connect call fix still work left leak messag buffer server connect close client connect,code/design_debt,156
make sens remov assert complet fix also ad comment test,code/design_debt,159
feel increas wont doesnt sound like real solut unfortun dont understand much job proper say think perform issu need figur deal,code/design_debt,160
minor suggest chang commit titl replac fix flaki unit test,test_debt,161
may add class may need design inlin origin class,code/design_debt,162
seem test decim map may issu mention code unit test catch,test_debt,163
never use remov,code/design_debt,164
,code/design_debt,165
comment code longer need,code/design_debt,166
deprec method use,code/design_debt,167
remov detail sinc say librari deprec longer want use,code/design_debt,168
exist ad metadata simpli use exist public api exist test case cover,code/design_debt,169
think back there question keep limit yes that end clear sever way sever place happen ignor except,code/design_debt,170
reduc unit test reduc memori usag,code/design_debt,173
thought bit sinc could base class function trigger first let think see come clean solut,code/design_debt,174
seem worth factor context includ servic test,code/design_debt,175
redund,code/design_debt,177
nit redund convers,code/design_debt,178
per code standard pleas wrap block,code/design_debt,179
null code use index list null code get index tabl implement,requirement_debt,181
also mayb complet unnecessari automat attach sourc timestamp dont window oper one thing mind order keep result failur data timestamp attach sourc plan guess question goe automat sourc level even without want bring,code/design_debt,184
null remov check insid,code/design_debt,186
current set integr test doesnt test new function ad check see noth els broken didnt see anyth master see latest understand merg requir code run test broken environ issu talk new releas broken,test_debt,187
think explicit want pool action would benefit use space perform optim wouldnt also control send request path might get execut think discuss,code/design_debt,188
consist scala implement,code/design_debt,189
mayb add final instead,code/design_debt,190
work issu found empti class propos remov use caus confus local test,code/design_debt,191
one oper seem context isnt shouldnt common oper see also quit,code/design_debt,193
default valu hardcod also agre show messag use config better,code/design_debt,194
realli good work minor comment concern style test case like approach split implement multipl part make far easier review concern descript havent integr sort merg join optim api yet guess happen next step mayb updat descript accord look good,code/design_debt,195
method,code/design_debt,196
intern class mention use generic oper one input term,code/design_debt,197
batch option remov parallel process exist logic handl consist batch statement worth,code/design_debt,198
would chang need touch packag name sourc includ apach chang packag name sourc file make consist,code/design_debt,199
might easier read use multipl line,code/design_debt,200
let put paramet make method bit general,code/design_debt,201
necessari sinc use ad spark remov involv break chang,code/design_debt,202
iter follow process describ add well could written clear improv,documentation_debt,203
reason doesnt handl error dont think need new inner method also duplic job cleanup code,code/design_debt,207
flaki,test_debt,208
bad accord style believ tri follow get use whatev style convent decid want make sure,code/design_debt,210
also there need let take chanc get rid,code/design_debt,211
dont style java code think put space,code/design_debt,214
feel like collect redund get name perhap,code/design_debt,215
nit possibl addit test statement second line make sure never mind miss alreadi,code/design_debt,216
rather use think would much boolean name similar boolean,code/design_debt,217
also like see test lead space,test_debt,218
concern comment consum api alreadi cach dataset phase without user care introduc effect doubl cach term data size cach caus mani job fail upgrad avail cach make assumpt cach case perhap help send messag api cach also done definit right default see email thread specif bug,code/design_debt,219
need think reus object trivial like leav,code/design_debt,220
still think need better name sinc case mayb could call someth like,code/design_debt,222
remov need,code/design_debt,223
actual think safe fix need valu test way allow intern configur problem integr test hard set configur valu runtim compon otherwis,code/design_debt,224
remov unnecessari serial regress,code/design_debt,228
alway group lock insid sinc group object avail yet make clear comment,documentation_debt,229
nit use string,code/design_debt,230
look good still anoth bind follow ignor sinc caus window cleanup synchron also altern way one better sinc outgoingqueu critic queue client talk server synchron outgoingqueu perform futur extens issu also test inner follow way new two differ zookeep client creat hashcod outgoingqueu state realli hold differ outgoingqueu hashcod state realli confus believ differ client differ state instanc otherwis one client call state close affect anoth client howev use follow way cannot reason see valu set state public static final realli synchron enum also threadsaf look attach jira enum,code/design_debt,231
simplifi,code/design_debt,232
ive renam made confus imagin there separ suit sound better,code/design_debt,233
messag look littl bit,code/design_debt,234
patch look good one suggest test method name test exampl trivial commit patch fix,code/design_debt,235
remov useless,code/design_debt,237
quick question avoid catch bit catch could switch guess,code/design_debt,238
input first input output next output variabl,documentation_debt,239
unnecessari,code/design_debt,241
agre pretti convolut howev discuss option extens past work explain clear sourc stop caus stop across compon dont believ pass throwabl could work becom particular job job decid stop use approach suggest thread end pass around stop across compon api altern solut clear defin state model compon status way make easier take step discuss howev simpli api separ think,code/design_debt,242
could add check verifi return iter empti someth along line could also add test rang queri start key equal end key unit test ensur correct behaviour special case nit would renam test correct wrong think empti iter key rang point negat start key would even chang rang bit understand rang comment appli also unit test,code/design_debt,243
test todo discov use produc annot camel cannot discov sure make possibl class discov via index ad record would assum produc annot would also work sinc somewher may trigger mayb need discov method return annot produc record method whatev need done,test_debt,245
hard code good way,code/design_debt,246
chang make duplic properti readabl,code/design_debt,247
could pleas factor logic separ method,code/design_debt,251
ad null map remov redund implement remov problem remov could check,code/design_debt,252
code seem fine howev seem like would good least log except better issu fact,code/design_debt,253
miss someth your use raw type sever place raw type exist compat purpos never use new code,code/design_debt,254
shouldnt think must includ someon els commit rebas forc later,code/design_debt,255
pleas add javadoc,documentation_debt,256
well say differ python person may know jvm stack trace mean take away doesnt much except big output doesnt realli simplifi much take away import inform perhap someon els make sens isnt make usag debug harder remov stack trace see,code/design_debt,257
might abl creat method class like byte row string encod sinc look need logic,code/design_debt,258
empti string look well could instead creat modul thank,code/design_debt,259
least add test case new option,test_debt,260
jira incorrect use filter predic join condit join tri see use output given plan case filter predic pass right side refer thus empti set set lead return true treat join predic lead incorrect result case bucket sort tabl might miss avoid unnecessari sort see exampl sort tabl scan output need tabl bucket sort column number bucket singl stage job ad new test case scenario join predic contain filter ran test,code/design_debt,261
ad still perfect least perfect pipelin without bundl failur hope pipelin,code/design_debt,263
add test exampl add test,test_debt,264
current follow problem miss open method context serial purpos chang fix issu renam follow name convent ad method implement ad method open interfac enabl reus ad method class make easi set ad unit test ad test verifi chang made,code/design_debt,265
format new line would easier read,code/design_debt,266
thank keep work thank think realli take peopl regist camel singl camel context bundl point apach like app server bundl isol goe practic document much much clear also featur use configur camel context end default would peopl depend etc also renam move compon use like main support camel,documentation_debt,267
introduc class reduc mani class,code/design_debt,268
need explain around done sequenc specif also unit test specif strong proper behavior full coverag,test_debt,269
issu fix memori leak,code/design_debt,270
back ask remov test doc new sinc bit context,documentation_debt,271
coupl servic take much longer build long take send build context dont actual need context size reduc servic context necessari build build,code/design_debt,273
nit move previous line,code/design_debt,274
miss space data,code/design_debt,275
configur option lead confus allow possibl code ignor config store specifi ad,code/design_debt,277
fix flaki test case mock worker previous use real thread pool executor task may may run executor end test relat jira issu ran test gradlew test ran unit test,test_debt,278
assum given version notic licens file chang safe assumpt make whether possibl pull notic file automat would pull everi notic file isnt realli necessari someon would check content pull notic file ensur everyth make pull licens automat ever check releas time releas time depend need check there much check peopl like give quick without actual check depend would prefer work manual check depend part develop process time updat depend time depend chang review care abl take time review abl give depend full updat version depend shouldnt need look dont chang within singl version,code/design_debt,279
use would standard see log document,code/design_debt,282
fail test coupl minor comment look good test pass,documentation_debt,283
remov unnecessari sinc activ condit usag alway true run command flink check includ,code/design_debt,285
seem like doesnt support special charact column name keep support,requirement_debt,286
agre fine note around synchron code look synchron block synchron instanc call call publish synchron instanc howev think call code hold lock safe respect code look bit first get lock valu object either understand pattern avoid would instead didnt call code hold lock valu that discuss,code/design_debt,287
yeah go end get thing say drop one leav right probabl doesnt one give optim chanc possibl improv thing actual execut,code/design_debt,288
mayb descript name get,code/design_debt,289
function seem use,code/design_debt,290
that use share logic didnt want use constructor realli that valid concern howev write might also wouldnt necessari test everi state make sure introduc,code/design_debt,291
thank tri could specif set work big number like accord experi result search effici base transform encod case,code/design_debt,293
ad back test improv comment,documentation_debt,295
use new instead,code/design_debt,296
get rid code add coverag,code/design_debt,298
point duplic code one differ line better instanti null object input argument empti,code/design_debt,299
doc format,documentation_debt,300
part chang variabl type instead convers string convert string long seem unnecessari simpli abl note code includ fix two comment made code,code/design_debt,301
clean packag name pass,code/design_debt,302
environ line correct typo,documentation_debt,303
note chang python compat sinc long remov python add someth similar follow,code/design_debt,305
might chang type call nullabl howev simplifi allow return differ type type match use,documentation_debt,306
mean ad comment updat descript test java perform test one use use perform java,test_debt,307
issu wouldnt deal file way like lot file small app havent yet could becom altern also wasnt see care,code/design_debt,308
batch perform improv,code/design_debt,309
origin code ignor intend,code/design_debt,310
sound correct tri tri parallel that pretti good parallel unless els think remov,code/design_debt,311
code cleanup noth would bring valu releas note commit would enough record chang someon creat jira would task improv featur bug valu releas note,code/design_debt,312
name,code/design_debt,313
issu comment ad commit respect parent commit ad statement action test drop test rewrit scala refactor helper format nit refactor remov renam ad comment rewrit scala ad new,code/design_debt,315
general would use term use rest doc say like loop simpli addit would also consist use oper pattern doc pattern sequenc pattern oper loop pattern pattern,documentation_debt,316
less code bad idea creat unnecessari state move tabl two field object,code/design_debt,317
actual dont need remov,code/design_debt,319
nit think line remov avoid confus look like code thank fix,code/design_debt,320
add test case cover complex dag,test_debt,321
fix,documentation_debt,322
use link fail github job one detail job would github base job potenti caus flaki test think good enough,test_debt,323
thank review pleas take look unit test get chanc address comment also add document separ commit,documentation_debt,324
javadoc pleas,documentation_debt,325
put common file,code/design_debt,326
use figur comput complet pleas add doc,documentation_debt,327
singl class name variabl name reflect,code/design_debt,329
nit one step would store instead collect that probabl scope,code/design_debt,330
per discuss let chang someth,code/design_debt,331
seem one place confus,code/design_debt,332
prefer address relat suggest separ larg chang import chang,code/design_debt,333
nit better rather instanc,code/design_debt,334
recommend inlin method readabl exist code current way readabl,code/design_debt,335
fix one,documentation_debt,336
executor run local task job run airflow task run pass airflow task run object limit creat new executor want start new process start local task job process instead creat could similar effect process back argument list ugli solut refactor code executor pass object contain detail inform particular executor could creat command need develop executor also made code simpler issu link read pull request inform,code/design_debt,337
add space,code/design_debt,339
shouldnt much let appli address anoth issu one thing like see status backpressur queue show show whether queue meet condit trigger backpressur,code/design_debt,341
regard oper whole discuss past constraint would need address refactor base sure time though wait runner goe away still work runner becom replac java pipelin,code/design_debt,342
worth javadoc even though method small behaviour wasnt clear look care would increment iter sometim call next time,documentation_debt,344
yes would nice could get rid case somehow make option deal possibl code base back whether make option simpli ignor error method think decid method common case thus need protect code,code/design_debt,346
remov comment code,documentation_debt,347
that great point think consist packag privat keep public allow use class unit test packag,code/design_debt,348
sync necessari,code/design_debt,349
wasnt clear point doesnt fail time fail patch merg ignor later actual ship releas need find way actual fix flaki,test_debt,350
keep mayb better,code/design_debt,351
think good take like general code cleanup look split two commit get back,code/design_debt,352
even wrap column name like still handl insid column name special think use special split name part put name part direct,code/design_debt,353
see thread stop thread yeah thread need shut clean somehow process could hook,code/design_debt,354
nit seem,code/design_debt,355
reus exist method instead,code/design_debt,357
yes talk want add lock block insid given duplic messag executor sure worth keep mani lock,code/design_debt,358
get call python method direct call endpoint endpoint would better avoid,code/design_debt,359
current branch fail multipl pipelin pipelin due flaki test pipelin,test_debt,360
redund,code/design_debt,361
bad idea two method consid combin one singl method,code/design_debt,362
nit author pleas sinc titl nit there bit format like class name think would worth ad note provid say server support author featur featur requir provid part client server provid may implement method author see fit would say similar import probabl ad refer document user final final work new featur upgrad document perhap user face document updat read bit saw link user document could think featur right sens user write think could featur mean face document,documentation_debt,363
correct javadoc list written style like test though care,code/design_debt,364
merg connect caus wait connect fix issu consum releas content stream connect,code/design_debt,366
method use test current pleas add method class,code/design_debt,367
use someth like instead otherwis throw except cpu,code/design_debt,368
check whether file must read actual content user specifi url check introduc addit check also hard mani file format actual format mayb rewrit doc string detail tell user file format actual support better,documentation_debt,369
new command exampl list exampl run cluster patch provid easier command get exampl run,code/design_debt,370
correct allow user multipl time origin intent class would made thing less user friend origin class got creat user allow modifi multipl time could multipl thread someth miss origin rework,code/design_debt,371
thank pull request cant chang privat public like make api difficult maintain long run need cant work around user side,code/design_debt,372
clear think problem indic enabl default isnt case doc show correct mention previous comment spark doesnt use especi consid method edit bit think plan open differ jira add work scope current jira,code/design_debt,374
set effect sinc version support think comment use null run test could bit explicit think,code/design_debt,375
remov environ variabl build matrix use cach job activ servic servic need activ servic necessari possibl remov cach remov mani complic line give test name instal previous instal remov instal quit delet longer use ignor test get test run remov exclud remov deprec warn work better path relat path path good idea local test remov jvm depend assert improv,code/design_debt,377
lgtm thank cleanup scenario compon still fail debug turn due kmean merg fix hardcod iter kmean format issu vector part comput chang ran fine,code/design_debt,378
comment old close featur complet implement seem class use complet differ method load dag etc schedul task packag dag sinc consid raw python file,requirement_debt,380
typo also ever need set task version,documentation_debt,381
there remov ill make addit chang merg,code/design_debt,382
use origin code move creat interfac move code chang function perform optim,code/design_debt,383
instead actual move disk back map cleanup becom larg particular iter case need last entri disk back map work use work might particular sinc look reduc memori spark mention earlier,code/design_debt,384
intent optim reduc one call per tupl execut new commit optim remov simplifi reason much easier understand,code/design_debt,385
fail sometim local discov level log anoth thing mind long run need complex way configur retri polici understand number retri fix see issu long run fail oper normal time point fail fix number retri,code/design_debt,386
think would clear string match add extra complex,code/design_debt,388
btw code confus lot pleas explain need new instanc couldnt use instanc alreadi exist check almost case even got new instanc add new interfac debug refactor,code/design_debt,389
instead prevent user creat true replic add check constructor throw except make one otherwis understand code ad,code/design_debt,390
sinc dont need old index remov index,code/design_debt,391
agre support long header request header much think add limit necessari queri state think use save queri state good idea use alreadi exist generat key uniqu everi page load key store queri state support like edit,code/design_debt,392
repli notic chang wonder whole client function user mayb discuss avail,code/design_debt,393
know implement,requirement_debt,394
thank overal look good also add case blink planner even though code path look still need test make sure logic work correct,test_debt,396
fail due flaki test creat propos solut,test_debt,397
unus,code/design_debt,399
pull request base follow chang reduc chang prefer convolut implement still use explicit els statement new variabl solut code path new variabl may confus reader standard group convolut,code/design_debt,401
minor fix typo,documentation_debt,403
final instead,code/design_debt,404
also purpos prevent multipl creat time think would better use dont creat anoth strong refer might lot intern state could lead memori leak,code/design_debt,405
could add test multipl file case probabl think might abl use new control timestamp,test_debt,406
useless import,code/design_debt,407
reus code file pull common structur helper function,code/design_debt,408
limit would suggest someth like make clear,code/design_debt,409
remov duplic,code/design_debt,410
would limit ad also insert tabl upgrad notic packag still need hope someon implement,requirement_debt,411
also useless,code/design_debt,412
worth ad test case also note relat discuss list altern suggest file given name rather given directori person prefer approach file directori would allow increment add thing separ file upgrad version wonder packag name imagin mani peopl put conf directori dont want creat realli nest directori anoth thing could add futur chang renam first file renam second file current result would depend file process could would good fine,test_debt,413
remov entri task never clean could potenti map,code/design_debt,414
nit second match redund,code/design_debt,415
fix length byte array make sens byte decim differ either i32 i64 reason could imagin use i32 i64 write decim parquet would compat parquet reader assum decim store use type better perform encod could use,requirement_debt,416
nit space indent,code/design_debt,417
lgtm pleas take care checkstyl,code/design_debt,418
packag name look project packag use apach that problem,code/design_debt,420
chang propos pull request column session info hard understand add start time finish time total execut chang need improv understand introduc chang patch test manual test,code/design_debt,421
think comput level produc two differ class iter,code/design_debt,422
nit indent,code/design_debt,424
nit includ byte like case,code/design_debt,425
mayb debug,code/design_debt,429
fix typo error make context consist,documentation_debt,430
comment someon doesnt simplifi back old code,documentation_debt,433
comment,documentation_debt,434
todo releas document littl bit,code/design_debt,435
mark class final especi privat one reason make thing like mock class test complic exampl,code/design_debt,436
would prefer chang differ mayb allow return empti buffer even close make much easier understand get,code/design_debt,438
local compil packag speed need much depend file maven,code/design_debt,439
didnt look guava depend could addit includ possibl use alreadi packag provid via would save resourc yet unfortun prefer,code/design_debt,440
